Sandbox logs:
0 OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k
START RequestId: 9fc8531e-197f-46e3-86b4-9f13a1de51a4 Version: $LATEST
76200 4893 4899 4895 4893
76300 4893 4899 4896 4892.997027418492
76400 4892 4899 4896 4892.957287300301
76500 4893 4900 4896 4892.840769041152
76600 4893 4900 4896 4892.73356706762
76700 4896 4900 4896 4892.5150031125795
76800 4893 4898 4896 4892.513803529931
76900 4894 4900 4896 4892.392766482559
77000 4893 4900 4896 4892.321384815847
77100 4895 4900 4896.17575492671 4894
77200 4894 4901 4896.041768960607 4894
77300 4895 4901 4897.878518128171 4895
77400 4894 4901 4897.768297904289 4895
77500 4895 4901 4897.6269126102425 4895
77600 4895 4901 4897.496831860144 4895
77700 4894 4901 4897.41712958525 4895
77800 4895 4901 4897.303822159716 4895
77900 4895 4899 4897.279529881087 4895
78000 4894 4901 4897.217202113131 4895
78100 4895 4901 4897.119880005662 4895
78200 4899 4901 4898.870428173523 4896
78300 4894 4900 4898.880788164756 4896
78400 4894 4901 4898.850342024141 4896
78500 4894 4900 4898.8623080152065 4896
78600 4894 4898 4898.953272843823 4896
78700 4894 4900 4898.957008940947 4896
78800 4899 4901 4898.720579560128 4896
78900 4894 4900 4898.742920784962 4896
79000 4894 4901 4898.723497911402 4896
79100 4894 4901 4898.7056280050665 4896
79200 4895 4899 4898 4896
79300 4895 4901 4898 4896
79400 4895 4902 4898 4896
79500 4895 4896 4898 4896
79600 4895 4900 4898 4896
79700 4895 4896 4898 4896
79800 4894 4901 4898 4896
79900 4894 4898 4898 4896
80000 4894 4900 4898 4896
80100 4894 4900 4898 4896
80200 4894 4901 4898 4896
80300 4894 4900 4898 4896
80400 4894 4901 4898 4896
80500 4894 4901 4898 4896
80600 4894 4900 4898 4896
80700 4895 4900 4898 4896
80800 4894 4898 4898 4896
80900 4894 4899 4898 4896
81000 4894 4901 4898 4896
81100 4894 4900 4898 4896
81200 4894 4899 4898 4896
81300 4899 4900 4898 4896
81400 4894 4900 4898 4896
81500 4895 4901 4898 4896
81600 4894 4901 4898 4896
81700 4895 4901 4898 4896
81800 4896 4902 4898 4896
81900 4895 4902 4898 4896
82000 4894 4899 4898 4896
82100 4894 4900 4898 4896
82200 4893 4900 4898 4896
82300 4894 4900 4898 4896
82400 4893 4900 4898 4896
82500 4896 4899 4898 4896
82600 4893 4899 4898 4896
82700 4892 4897 4897 4895
82800 4897 4899 4898 4896
82900 4893 4899 4897.035609500417 4895
83000 4894 4896 4897.192673492708 4895
83100 4893 4900 4897.217245963499 4895
83200 4893 4900 4897.239853728004 4895
83300 4894 4898 4897.3006316681485 4895
83400 4893 4900 4897.316572279827 4895
83500 4898 4899 4897 4895
83600 4893 4899 4897.237584200242 4895
83700 4893 4897 4897.378499187179 4895
83800 4893 4900 4897 4895
83900 4894 4899 4897 4895
84000 4892 4899 4897 4895
84100 4891 4897 4897 4893.686392516519
84200 4895 4897 4897 4893.711467186437
84300 4890 4891 4896 4892.174292715983
84400 4890 4896 4896 4892.400223795963
84500 4891 4897 4896 4892.528134838819
84600 4894 4898 4896 4892.485907508627
84700 4891 4896 4896 4892.646945452766
84800 4891 4898 4896 4892.715151928443
84900 4890 4895 4896 4892.9378160861725
85000 4891 4897 4895 4891.022743622773
85100 4891 4896 4895 4891.1408585211575
85200 4891 4898 4895 4891.169573888329
85300 4891 4897 4895 4891.235971094195
85400 4891 4897 4895 4891.297059472598
85500 4890 4891 4895 4891.633108042745
85600 4890 4895 4895 4891.782376482011
85700 4890 4897 4895 4891.839754490468
85800 4891 4897 4895 4891.852567013985
85900 4891 4897 4895 4891.864355104684
86000 4889 4890 4894 4890.23500080586
86100 4890 4896 4894 4890.296166764236
86200 4895 4897 4894 4890.112575406492
86300 4891 4897 4894 4890.103574373968
86400 4891 4897 4894 4890.095293024267
86500 4891 4898 4894 4890.047696022045
86600 4890 4891 4894 4890.32372700748
86700 4891 4898 4894 4892
86800 4890 4895 4894 4890.357181028871
86900 4895 4897 4894 4892
87000 4891 4897 4894 4892
87100 4890 4897 4894 4892
87200 4890 4897 4894 4892
87300 4890 4896 4894 4892
87400 4890 4896 4894 4892
87500 4893 4897 4894 4892
87600 4895 4897 4894 4892
87700 4890 4891 4894 4892
87800 4890 4897 4894 4892
87900 4895 4897 4894 4892
88000 4890 4896 4894 4892
88100 4890 4896 4894 4892
88200 4891 4893 4894 4892
88300 4891 4897 4894 4892
88400 4896 4897 4894 4892
88500 4890 4897 4894 4892
88600 4891 4897 4894 4892
88700 4890 4896 4894 4892
88800 4889 4896 4894 4892
88900 4889 4893 4894 4892
89000 4890 4895 4894 4892
89100 4888 4889 4893 4889.013714581157
89200 4888 4895 4893 4889.132551401848
89300 4888 4895 4893 4889.241886554978
89400 4888 4894 4893 4889.382457544622
89500 4888 4894 4893 4889.511789098504
89600 4887 4888 4893 4889.910624421085
89700 4887 4894 4892 4888.037703875872
89800 4892 4894 4893 4889.954733655035
89900 4887 4893 4892 4888.118264122885
90000 4886 4891 4892 4888.388652794509
90100 4886 4893 4892 4888.557466796245
90200 4887 4893 4892 4888.672805382967
90300 4886 4893 4892 4888.818899798158
90400 4886 4893 4892 4888.953313148862
90500 4889 4892 4892 4888.9970238160595
90600 4887 4893 4891 4887.077217363959
90700 4887 4894 4891 4887.111021197108
90800 4886 4891 4891 4887.302033395731
90900 4887 4893 4891 4887.3578397241445
91000 4887 4893 4891 4887.409184024902
91100 4887 4894 4891 4887.416445269352
91200 4887 4894 4891 4887.423125936752
91300 4887 4894 4891 4887.429272447479
91400 4887 4892 4891 4887.514883095713
91500 4887 4894 4891 4887.513693109084
91600 4888 4889 4891 4887.672509439272
91700 4888 4895 4891 4887.578760760703
91800 4888 4889 4891 4887.732374568717
91900 4888 4894 4891 4889
92000 4891 4893 4891 4889
92100 4889 4895 4891 4889
92200 4890 4896 4891 4889
92300 4891 4895 4891 4889
92400 4888 4893 4891 4889
92500 4888 4893 4891 4889
92600 4888 4889 4891 4889
92700 4888 4895 4891 4889
92800 4889 4895 4891 4889
92900 4889 4895 4891 4887.051108986923
93000 4888 4895 4891 4887.007044745271
93100 4890 4895 4892 4888.886548100482
93200 4889 4895 4892 4888.815663628149
93300 4888 4893 4892 4890
93400 4889 4896 4892 4890
93500 4889 4895 4892 4890
93600 4889 4894 4892 4890
93700 4889 4895 4892 4888.629301233434
93800 4889 4895 4892 4888.5789850849405
93900 4889 4895 4892 4888.532691993553
94000 4889 4894 4892 4888.530078086072
94100 4889 4896 4892 4888.447717589722
94200 4888 4893 4892 4890
94300 4889 4895 4892 4890
94400 4889 4895 4892 4890
94500 4888 4895 4892 4890
94600 4887 4894 4892 4890
94700 4892 4894 4892 4890
94800 4887 4894 4892 4890
94900 4887 4894 4892 4890
95000 4888 4895 4892 4890
95100 4893 4894 4892 4890
95200 4888 4894 4892 4890
95300 4893 4895 4892 4890
95400 4888 4895 4892 4890
95500 4889 4896 4892 4890
95600 4890 4897 4892 4890
95700 4891 4895 4893 4889.993209700427
95800 4890 4897 4893 4889.873819244748
95900 4896 4897 4893 4889.524107966729
96000 4896 4897 4893 4889.202358058655
96100 4891 4896 4893 4889.146200608935
96200 4891 4896 4893 4889.094533260981
96300 4891 4898 4894 4890.967041420706
96400 4891 4898 4894 4890.84974326515
96500 4891 4898 4894 4890.741823752285
96600 4891 4897 4894 4890.682510799929
96700 4891 4898 4894.587962456714 4892
96800 4891 4898 4894.500973781626 4892
96900 4892 4898 4894.380962544291 4892
97000 4892 4896 4894.350502461058 4892
97100 4892 4899 4894.202544453554 4892
97200 4897 4899 4895.866527551724 4893
97300 4897 4899 4895.557377077975 4893
97400 4897 4899 4895.272944911321 4893
97500 4892 4899 4895.211143648477 4893
97600 4893 4899 4895.114305949095 4893
97700 4892 4899 4895.065188757339 4893
97800 4892 4899 4895.019998759401 4893
97900 4893 4899 4896.938444161516 4894
98000 4892 4899 4896.9033881019295 4894
98100 4893 4899 4896.831157177423 4894
98200 4891 4898 4896.884634896823 4894
98300 4891 4898 4896.933836773864 4894
98400 4891 4898 4896.979104686025 4894
98500 4893 4895 4895 4893
98600 4891 4897 4895 4893
98700 4890 4897 4895 4893
98800 4894 4896 4895 4893
98900 4890 4897 4895 4893
99000 4890 4893 4895.580919794443 4893
99100 4890 4897 4895.654405390281 4893
99200 4890 4897 4895.722015402287 4893
99300 4895 4896 4895.6243084454645 4893
99400 4889 4894 4895.854236047053 4893
99500 4889 4896 4895.985824067292 4893
99600 4889 4892 4894.266802061087 4892
99700 4892 4896 4894.245469746114 4892
99800 4890 4895 4894.3457764469285 4892
99900 4891 4896 4894 4890.358107481393


Submission logs:
