Sandbox logs:
0 OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k
START RequestId: 2228fb39-d4f4-4e80-902c-38d689c498d8 Version: $LATEST
68400 4892 4898 4895 4891.134147278166
68500 4897 4899 4896 4892.883554697903
68600 4892 4899 4896 4892.85288735751
68700 4894 4899 4896 4892.744716456899
68800 4893 4898 4896 4892.725150009338
68900 4897 4899 4896 4892.507259045119
69000 4893 4900 4896 4892.426723058547
69100 4893 4900 4896 4892.352626373925
69200 4893 4898 4896.364409718466 4894
69300 4893 4896 4896.455206504167 4894
69400 4893 4900 4896.378832408977 4894
69500 4893 4898 4896.388520434645 4894
69600 4893 4900 4896.3174782631795 4894
69700 4894 4901 4896.172160724748 4894
69800 4894 4901 4896.038462135167 4894
69900 4896 4901 4897.835497909208 4895
70000 4895 4902 4897.648761806745 4895
70100 4895 4902 4897.476956298664 4895
70200 4896 4902 4897.2789098078665 4895
70300 4896 4902 4897.0966982401715 4895
70400 4895 4902 4898.969033297718 4896
70500 4898 4902 4898.731642502414 4896
70600 4894 4901 4898.713121390537 4896
70700 4894 4901 4898.696081145002 4896
70800 4895 4899 4898.720381154958 4896
70900 4894 4895 4898.94262720682 4896
71000 4895 4901 4898.867258896713 4896
71100 4896 4902 4898.7179611185875 4896
71200 4896 4902 4898.580600531707 4896
71300 4896 4902 4898.454222690957 4896
71400 4895 4902 4898.377927257127 4896
71500 4895 4902 4898.307732069371 4896
71600 4896 4902 4898.203171586257 4896
71700 4895 4901 4898.186926883147 4896
71800 4894 4901 4898.211958827469 4896
71900 4894 4895 4898.474856084142 4896
72000 4896 4900 4898.436888687967 4896
72100 4893 4900 4898.521890375236 4896
72200 4892 4899 4898.680051288211 4896
72300 4893 4899 4898.785588560121 4896
72400 4893 4900 4898.842709744992 4896
72500 4893 4899 4898.935241564775 4896
72600 4896 4899 4898.900441570686 4896
72700 4892 4899 4897.028335201236 4895
72800 4893 4899 4897.106025229005 4895
72900 4893 4897 4897 4893.257459090498
73000 4893 4900 4897.276851590894 4895
73100 4893 4895 4897 4893.494582515995
73200 4893 4898 4897 4893.57497125947
73300 4893 4900 4897 4893.568976888533
73400 4893 4898 4897 4893.643417386404
73500 4898 4899 4897 4893.47203919458
73600 4893 4900 4897.474274817146 4895
73700 4892 4899 4897 4893.5562872745695
73800 4893 4899 4897 4893.591764585268
73900 4892 4899 4897 4893.6643830795065
74000 4892 4893 4897 4893.971062075642
74100 4892 4898 4896 4892.053331409695
74200 4892 4896 4896 4892.208978436355
74300 4897 4898 4896 4892.072336065091
74400 4891 4898 4896 4892.186485770719
74500 4896 4897 4896 4892.131597399072
74600 4891 4897 4896 4892.280986622737
74700 4890 4893 4896 4892.618320307003
74800 4890 4896 4896 4892.808748901022
74900 4890 4896 4896 4892.983951665335
75000 4890 4896 4895 4891.145145990068
75100 4890 4895 4895 4891.333429720894
75200 4890 4893 4895 4891.5866147011775
75300 4892 4898 4895 4891.5397115793585
75400 4892 4899 4895 4891.456580831414
75500 4892 4898 4895 4891.420074643769
75600 4892 4898 4895 4891.386487329727
75700 4898 4899 4895 4891.075740960243
75800 4892 4897 4895 4891.109662840116
75900 4892 4893 4895 4891.300783646967
76000 4893 4898 4895 4891.236756521718
76100 4892 4899 4895 4891.177848722748
76200 4893 4899 4895 4891.083673138643
76300 4893 4899 4896 4892.997027418492
76400 4892 4899 4896 4892.957287300301
76500 4893 4900 4896 4892.840769041152
76600 4893 4900 4896 4892.73356706762
76700 4896 4900 4896.5150031125795 4894
76800 4893 4898 4896 4892.513803529931
76900 4894 4900 4896.392766482559 4894
77000 4893 4900 4896.321384815847 4894
77100 4895 4900 4896.17575492671 4894
77200 4894 4901 4896.041768960607 4894
77300 4895 4901 4897.878518128171 4895
77400 4894 4901 4897.768297904289 4895
77500 4895 4901 4897.6269126102425 4895
77600 4895 4901 4897.496831860144 4895
77700 4894 4901 4897.41712958525 4895
77800 4895 4901 4897.303822159716 4895
77900 4895 4899 4897.279529881087 4895
78000 4894 4901 4897.217202113131 4895
78100 4895 4901 4897.119880005662 4895
78200 4899 4901 4898.870428173523 4896
78300 4894 4900 4898.880788164756 4896
78400 4894 4901 4898.850342024141 4896
78500 4894 4900 4898.8623080152065 4896
78600 4894 4898 4898.953272843823 4896
78700 4894 4900 4898.957008940947 4896
78800 4899 4901 4898.720579560128 4896
78900 4894 4900 4898.742920784962 4896
79000 4894 4901 4898.723497911402 4896
79100 4894 4901 4898.7056280050665 4896
79200 4895 4899 4898.729164690238 4896
79300 4895 4901 4898.670863900598 4896
79400 4895 4902 4898.577246792036 4896
79500 4895 4896 4898.730981650302 4896
79600 4895 4900 4898.712513377242 4896
79700 4895 4896 4898.855432916507 4896
79800 4894 4901 4898.827014069608 4896
79900 4894 4898 4898.920800846304 4896
80000 4894 4900 4898.927133260998 4896
80100 4894 4900 4898.9329593637685 4896
80200 4894 4901 4898.898341844397 4896
80300 4894 4900 4898.906469981735 4896
80400 4894 4901 4898.873970436411 4896
80500 4894 4901 4898.844069411256 4896
80600 4894 4900 4898.856536932756 4896
80700 4895 4900 4898.8280298135915 4896
80800 4894 4898 4898.921735375883 4896
80900 4894 4899 4898.9679708624035 4896
81000 4894 4901 4898.9305539781635 4896
81100 4894 4900 4898.936106575491 4896
81200 4894 4899 4898.981193004334 4896
81300 4899 4900 4898.782807765256 4896
81400 4894 4900 4898.800173497522 4896
81500 4895 4901 4898.73619515713 4896
81600 4894 4901 4898.71731003508 4896
81700 4895 4901 4898.659957091333 4896
81800 4896 4902 4898.527234250406 4896
81900 4895 4902 4898.445101134602 4896
82000 4894 4899 4898.529446190892 4896
82100 4894 4900 4898.567069596147 4896
82200 4893 4900 4898.641662592698 4896
82300 4894 4900 4898.670313669859 4896
82400 4893 4900 4898.73665172606 4896
82500 4896 4899 4898.717730098774 4896
82600 4893 4899 4898.82025473933 4896
82700 4892 4897 4897.034515340291 4895
82800 4897 4899 4898.951800060684 4896
82900 4893 4899 4897.035609500417 4895
83000 4894 4896 4897 4893.192673492708
83100 4893 4900 4897 4893.217245963499
83200 4893 4900 4897 4893.239853728004
83300 4894 4898 4897 4893.3006316681485
83400 4893 4900 4897 4893.316572279827
83500 4898 4899 4897 4893.171327179824
83600 4893 4899 4897 4893.237584200242
83700 4893 4897 4897 4893.378499187179
83800 4893 4900 4897 4893.388213855791
83900 4894 4899 4897 4893.397151782388
84000 4892 4899 4897 4893.485330657202
84100 4891 4897 4897 4893.686392516519
84200 4895 4897 4897 4893.711467186437
84300 4890 4891 4896 4892.174292715983
84400 4890 4896 4896 4892.400223795963
84500 4891 4897 4896 4892.528134838819
84600 4894 4898 4896 4892.485907508627
84700 4891 4896 4896 4892.646945452766
84800 4891 4898 4896 4892.715151928443
84900 4890 4895 4896 4892.9378160861725
85000 4891 4897 4895 4891.022743622773
85100 4891 4896 4895 4891.1408585211575
85200 4891 4898 4895 4891.169573888329
85300 4891 4897 4895 4891.235971094195
85400 4891 4897 4895 4891.297059472598
85500 4890 4891 4895 4891.633108042745
85600 4890 4895 4895 4891.782376482011
85700 4890 4897 4895 4891.839754490468
85800 4891 4897 4895 4891.852567013985
85900 4891 4897 4895 4891.864355104684
86000 4889 4890 4894 4890.23500080586
86100 4890 4896 4894 4890.296166764236
86200 4895 4897 4894 4890.112575406492
86300 4891 4897 4894 4890.103574373968
86400 4891 4897 4894 4890.095293024267
86500 4891 4898 4894 4890.047696022045
86600 4890 4891 4894 4890.32372700748
86700 4891 4898 4894 4890.257865432411
86800 4890 4895 4894 4890.357181028871
86900 4895 4897 4894 4890.168711239883
87000 4891 4897 4894 4890.155221833939
87100 4890 4897 4894 4890.18278877403
87200 4890 4897 4894 4890.208151583289
87300 4890 4896 4894 4890.271464286971
87400 4890 4896 4894 4890.3297147863705
87500 4893 4897 4894 4890.223396662251
87600 4895 4897 4894 4890.045623680609
87700 4890 4891 4894 4890.321820361317
87800 4890 4897 4894 4890.33606681863
87900 4895 4897 4894 4890.149285228681
88000 4890 4896 4894 4890.217304626205
88100 4890 4896 4894 4890.279885492983
88200 4891 4893 4894 4890.417418255297
88300 4891 4897 4894 4890.38404333435
88400 4896 4897 4894 4890.153447961318
88500 4890 4897 4894 4890.181156732433
88600 4891 4897 4894 4890.166672239847
88700 4890 4896 4894 4890.233301448716
88800 4889 4896 4894 4890.3345810728715
88900 4889 4893 4894 4890.547696203448
89000 4890 4895 4894 4890.623838210951
89100 4888 4889 4893 4889.013714581157
89200 4888 4895 4893 4889.132551401848
89300 4888 4895 4893 4889.241886554978
89400 4888 4894 4893 4889.382457544622
89500 4888 4894 4893 4889.511789098504
89600 4887 4888 4893 4889.910624421085
89700 4887 4894 4892 4888.037703875872
89800 4892 4894 4893 4889.954733655035
89900 4887 4893 4892 4888.118264122885
90000 4886 4891 4892 4888.388652794509
90100 4886 4893 4892 4888.557466796245
90200 4887 4893 4892 4888.672805382967
90300 4886 4893 4892 4888.818899798158
90400 4886 4893 4892 4888.953313148862
90500 4889 4892 4892 4888.9970238160595
90600 4887 4893 4891 4887.077217363959
90700 4887 4894 4891 4887.111021197108
90800 4886 4891 4891 4887.302033395731
90900 4887 4893 4891 4887.3578397241445
91000 4887 4893 4891 4887.409184024902
91100 4887 4894 4891 4887.416445269352
91200 4887 4894 4891 4887.423125936752
91300 4887 4894 4891 4887.429272447479
91400 4887 4892 4891 4887.514883095713
91500 4887 4894 4891 4887.513693109084
91600 4888 4889 4891 4887.672509439272
91700 4888 4895 4891 4887.578760760703
91800 4888 4889 4891 4887.732374568717
91900 4888 4894 4891 4887.673817131365
92000 4891 4893 4891 4887.539986102823
92100 4889 4895 4891 4887.416855612509
92200 4890 4896 4891 4887.223614507254
92300 4891 4895 4891 4887.045824107688
92400 4888 4893 4891 4887.082138007019
92500 4888 4893 4891 4887.115548407272
92600 4888 4889 4891 4887.306198630157
92700 4888 4895 4891 4887.241738546758
92800 4889 4895 4891 4887.142454614374
92900 4889 4895 4891 4887.051108986923
93000 4888 4895 4891 4887.007044745271
93100 4890 4895 4892 4888.886548100482
93200 4889 4895 4892 4888.815663628149
93300 4888 4893 4892 4888.870380143351
93400 4889 4896 4892 4888.760810596809
93500 4889 4895 4892 4888.699979540185
93600 4889 4894 4892 4888.683990058988
93700 4889 4895 4892 4888.629301233434
93800 4889 4895 4892 4888.5789850849405
93900 4889 4895 4892 4888.532691993553
94000 4889 4894 4892 4888.530078086072
94100 4889 4896 4892 4888.447717589722
94200 4888 4893 4892 4888.531853445811
94300 4889 4895 4892 4888.4893287922205
94400 4889 4895 4892 4888.4502042222
94500 4888 4895 4892 4888.454185672763
94600 4887 4894 4892 4888.537804369486
94700 4892 4894 4892 4888.414848320938
94800 4887 4894 4892 4888.501612258654
94900 4887 4894 4892 4888.581438934941
95000 4888 4895 4892 4888.574927437226
95100 4893 4894 4892 4888.409025399381
95200 4888 4894 4892 4888.456277119512
95300 4893 4895 4892 4888.259884044589
95400 4888 4895 4892 4888.2790826563605
95500 4889 4896 4892 4888.216790646518
95600 4890 4897 4892 4888.079523645418
95700 4891 4895 4893 4889.993209700427
95800 4890 4897 4893 4889.873819244748
95900 4896 4897 4893 4889.524107966729
96000 4896 4897 4893.202358058655 4891
96100 4891 4896 4893.146200608935 4891
96200 4891 4896 4893.094533260981 4891
96300 4891 4898 4894.967041420706 4892
96400 4891 4898 4894.84974326515 4892
96500 4891 4898 4894.741823752285 4892
96600 4891 4897 4894.682510799929 4892
96700 4891 4898 4894.587962456714 4892
96800 4891 4898 4894.500973781626 4892
96900 4892 4898 4894.380962544291 4892
97000 4892 4896 4894.350502461058 4892
97100 4892 4899 4894.202544453554 4892
97200 4897 4899 4895.866527551724 4893
97300 4897 4899 4895.557377077975 4893
97400 4897 4899 4895.272944911321 4893
97500 4892 4899 4895.211143648477 4893
97600 4893 4899 4895.114305949095 4893
97700 4892 4899 4895.065188757339 4893
97800 4892 4899 4895.019998759401 4893
97900 4893 4899 4896.938444161516 4894
98000 4892 4899 4896.9033881019295 4894
98100 4893 4899 4896.831157177423 4894
98200 4891 4898 4896.884634896823 4894
98300 4891 4898 4896.933836773864 4894
98400 4891 4898 4896.979104686025 4894
98500 4893 4895 4895.060730968456 4893
98600 4891 4897 4895.135830773693 4893
98700 4890 4897 4895.244903722727 4893
98800 4894 4896 4895.225322302217 4893
98900 4890 4897 4895.327239903702 4893
99000 4890 4893 4895.580919794443 4893
99100 4890 4897 4895.654405390281 4893
99200 4890 4897 4895.722015402287 4893
99300 4895 4896 4895.6243084454645 4893
99400 4889 4894 4895 4891.854236047053
99500 4889 4896 4895 4891.985824067292
99600 4889 4892 4894 4890.266802061087
99700 4892 4896 4894 4890.245469746114
99800 4890 4895 4894 4890.3457764469285
99900 4891 4896 4894 4890.358107481393


Submission logs:
