Sandbox logs:
0 OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k
START RequestId: 825f4481-5540-4c1f-9e57-1bbe3eccebbc Version: $LATEST
72200 4936 4943 4940.5 4938.5
72300 4936 4942 4940.0 4938.0
72400 4935 4942 4939.5 4937.5
72500 4936 4942 4940.0 4938.0
72600 4938 4942 4941.0 4939.0
72700 4936 4943 4940.5 4938.5
72800 4936 4943 4940.5 4938.5
72900 4937 4943 4941.0 4939.0
73000 4937 4943 4941.0 4939.0
73100 4937 4942 4940.5 4938.5
73200 4938 4944 4942.0 4940.0
73300 4941 4944 4943.5 4941.5
73400 4938 4943 4941.5 4939.5
73500 4938 4945 4942.5 4940.5
73600 4937 4944 4941.5 4939.5
73700 4943 4944 4944.5 4942.5
73800 4938 4944 4942.0 4940.0
73900 4939 4944 4942.5 4940.5
74000 4938 4941 4940.5 4938.5
74100 4939 4944 4942.5 4940.5
74200 4938 4945 4942.5 4940.5
74300 4938 4944 4942.0 4940.0
74400 4938 4939 4939.5 4937.5
74500 4941 4945 4944.0 4942.0
74600 4938 4944 4942.0 4940.0
74700 4938 4944 4942.0 4940.0
74800 4938 4944 4942.0 4940.0
74900 4937 4942 4940.5 4938.5
75000 4937 4943 4941.0 4939.0
75100 4937 4943 4941.0 4939.0
75200 4941 4943 4943.0 4941.0
75300 4936 4937 4937.5 4935.5
75400 4941 4943 4943.0 4941.0
75500 4937 4943 4941.0 4939.0
75600 4937 4941 4940.0 4938.0
75700 4937 4941 4940.0 4938.0
75800 4936 4942 4940.0 4938.0
75900 4936 4939 4938.5 4936.5
76000 4936 4941 4939.5 4937.5
76100 4936 4943 4940.5 4938.5
76200 4936 4943 4940.5 4938.5
76300 4936 4943 4940.5 4938.5
76400 4935 4942 4939.5 4937.5
76500 4935 4941 4939.0 4937.0
76600 4940 4941 4941.5 4939.5
76700 4936 4941 4939.5 4937.5
76800 4935 4942 4939.5 4937.5
76900 4935 4942 4939.5 4937.5
77000 4935 4941 4939.0 4937.0
77100 4935 4942 4939.5 4937.5
77200 4935 4941 4939.0 4937.0
77300 4935 4941 4939.0 4937.0
77400 4935 4941 4939.0 4937.0
77500 4935 4941 4939.0 4937.0
77600 4935 4941 4939.0 4937.0
77700 4935 4941 4939.0 4937.0
77800 4934 4941 4938.5 4936.5
77900 4935 4942 4939.5 4937.5
78000 4936 4942 4940.0 4938.0
78100 4936 4942 4940.0 4938.0
78200 4936 4942 4940.0 4938.0
78300 4936 4942 4940.0 4938.0
78400 4935 4942 4939.5 4937.5
78500 4934 4941 4938.5 4936.5
78600 4935 4941 4939.0 4937.0
78700 4934 4941 4938.5 4936.5
78800 4940 4941 4941.5 4939.5
78900 4935 4941 4939.0 4937.0
79000 4935 4941 4939.0 4937.0
79100 4934 4935 4935.5 4933.5
79200 4934 4935 4935.5 4933.5
79300 4934 4941 4938.5 4936.5
79400 4934 4941 4938.5 4936.5
79500 4934 4940 4938.0 4936.0
79600 4934 4941 4938.5 4936.5
79700 4935 4937 4937.0 4935.0
79800 4939 4941 4941.0 4939.0
79900 4935 4941 4939.0 4937.0
80000 4934 4940 4938.0 4936.0
80100 4934 4939 4937.5 4935.5
80200 4935 4941 4939.0 4937.0
80300 4935 4941 4939.0 4937.0
80400 4939 4940 4940.5 4938.5
80500 4934 4940 4938.0 4936.0
80600 4933 4940 4937.5 4935.5
80700 4934 4940 4938.0 4936.0
80800 4934 4940 4938.0 4936.0
80900 4935 4941 4939.0 4937.0
81000 4934 4941 4938.5 4936.5
81100 4935 4941 4939.0 4937.0
81200 4935 4941 4939.0 4937.0
81300 4935 4942 4939.5 4937.5
81400 4935 4942 4939.5 4937.5
81500 4935 4942 4939.5 4937.5
81600 4935 4942 4939.5 4937.5
81700 4936 4942 4940.0 4938.0
81800 4941 4943 4943.0 4941.0
81900 4935 4942 4939.5 4937.5
82000 4935 4942 4939.5 4937.5
82100 4936 4941 4939.5 4937.5
82200 4936 4942 4940.0 4938.0
82300 4937 4943 4941.0 4939.0
82400 4937 4943 4941.0 4939.0
82500 4941 4943 4943.0 4941.0
82600 4935 4942 4939.5 4937.5
82700 4935 4936 4936.5 4934.5
82800 4938 4942 4941.0 4939.0
82900 4934 4939 4937.5 4935.5
83000 4935 4941 4939.0 4937.0
83100 4934 4941 4938.5 4936.5
83200 4934 4940 4938.0 4936.0
83300 4934 4939 4937.5 4935.5
83400 4934 4941 4938.5 4936.5
83500 4934 4939 4937.5 4935.5
83600 4934 4941 4938.5 4936.5
83700 4934 4941 4938.5 4936.5
83800 4934 4941 4938.5 4936.5
83900 4934 4939 4937.5 4935.5
84000 4934 4941 4938.5 4936.5
84100 4939 4940 4940.5 4938.5
84200 4934 4935 4935.5 4933.5
84300 4934 4940 4938.0 4936.0
84400 4934 4939 4937.5 4935.5
84500 4934 4939 4937.5 4935.5
84600 4934 4941 4938.5 4936.5
84700 4936 4941 4939.5 4937.5
84800 4940 4941 4941.5 4939.5
84900 4934 4940 4938.0 4936.0
85000 4934 4941 4938.5 4936.5
85100 4934 4939 4937.5 4935.5
85200 4933 4938 4936.5 4934.5
85300 4933 4938 4936.5 4934.5
85400 4939 4940 4940.5 4938.5
85500 4934 4940 4938.0 4936.0
85600 4934 4939 4937.5 4935.5
85700 4933 4935 4935.0 4933.0
85800 4933 4940 4937.5 4935.5
85900 4933 4939 4937.0 4935.0
86000 4932 4939 4936.5 4934.5
86100 4932 4939 4936.5 4934.5
86200 4935 4939 4938.0 4936.0
86300 4934 4939 4937.5 4935.5
86400 4933 4940 4937.5 4935.5
86500 4933 4939 4937.0 4935.0
86600 4932 4939 4936.5 4934.5
86700 4932 4939 4936.5 4934.5
86800 4932 4938 4936.0 4934.0
86900 4937 4938 4938.5 4936.5
87000 4932 4937 4935.5 4933.5
87100 4937 4939 4939.0 4937.0
87200 4932 4939 4936.5 4934.5
87300 4938 4939 4939.5 4937.5
87400 4933 4939 4937.0 4935.0
87500 4937 4939 4939.0 4937.0
87600 4933 4939 4937.0 4935.0
87700 4932 4935 4934.5 4932.5
87800 4932 4938 4936.0 4934.0
87900 4937 4939 4939.0 4937.0
88000 4932 4938 4936.0 4934.0
88100 4932 4938 4936.0 4934.0
88200 4932 4939 4936.5 4934.5
88300 4933 4939 4937.0 4935.0
88400 4933 4937 4936.0 4934.0
88500 4932 4939 4936.5 4934.5
88600 4937 4939 4939.0 4937.0
88700 4932 4939 4936.5 4934.5
88800 4932 4939 4936.5 4934.5
88900 4933 4939 4937.0 4935.0
89000 4933 4940 4937.5 4935.5
89100 4938 4940 4940.0 4938.0
89200 4938 4940 4940.0 4938.0
89300 4933 4940 4937.5 4935.5
89400 4933 4940 4937.5 4935.5
89500 4938 4940 4940.0 4938.0
89600 4934 4940 4938.0 4936.0
89700 4933 4938 4936.5 4934.5
89800 4935 4940 4938.5 4936.5
89900 4935 4940 4938.5 4936.5
90000 4934 4941 4938.5 4936.5
90100 4934 4940 4938.0 4936.0
90200 4934 4940 4938.0 4936.0
90300 4934 4940 4938.0 4936.0
90400 4933 4934 4934.5 4932.5
90500 4933 4939 4937.0 4935.0
90600 4933 4940 4937.5 4935.5
90700 4933 4938 4936.5 4934.5
90800 4934 4940 4938.0 4936.0
90900 4933 4938 4936.5 4934.5
91000 4933 4940 4937.5 4935.5
91100 4934 4940 4938.0 4936.0
91200 4938 4939 4939.5 4937.5
91300 4933 4939 4937.0 4935.0
91400 4932 4933 4933.5 4931.5
91500 4932 4939 4936.5 4934.5
91600 4933 4940 4937.5 4935.5
91700 4933 4939 4937.0 4935.0
91800 4933 4934 4934.5 4932.5
91900 4938 4939 4939.5 4937.5
92000 4934 4939 4937.5 4935.5
92100 4933 4939 4937.0 4935.0
92200 4933 4940 4937.5 4935.5
92300 4933 4940 4937.5 4935.5
92400 4938 4939 4939.5 4937.5
92500 4933 4938 4936.5 4934.5
92600 4932 4939 4936.5 4934.5
92700 4932 4939 4936.5 4934.5
92800 4932 4939 4936.5 4934.5
92900 4932 4937 4935.5 4933.5
93000 4933 4937 4936.0 4934.0
93100 4932 4938 4936.0 4934.0
93200 4932 4939 4936.5 4934.5
93300 4932 4937 4935.5 4933.5
93400 4932 4939 4936.5 4934.5
93500 4932 4937 4935.5 4933.5
93600 4933 4939 4937.0 4935.0
93700 4938 4939 4939.5 4937.5
93800 4933 4939 4937.0 4935.0
93900 4933 4939 4937.0 4935.0
94000 4938 4940 4940.0 4938.0
94100 4933 4940 4937.5 4935.5
94200 4933 4939 4937.0 4935.0
94300 4932 4937 4935.5 4933.5
94400 4933 4938 4936.5 4934.5
94500 4936 4938 4938.0 4936.0
94600 4931 4938 4935.5 4933.5
94700 4931 4938 4935.5 4933.5
94800 4931 4937 4935.0 4933.0
94900 4930 4937 4934.5 4932.5
95000 4935 4938 4937.5 4935.5
95100 4931 4932 4932.5 4930.5
95200 4931 4937 4935.0 4933.0
95300 4930 4937 4934.5 4932.5
95400 4931 4937 4935.0 4933.0
95500 4931 4937 4935.0 4933.0
95600 4931 4932 4932.5 4930.5
95700 4930 4937 4934.5 4932.5
95800 4930 4937 4934.5 4932.5
95900 4930 4937 4934.5 4932.5
96000 4930 4937 4934.5 4932.5
96100 4931 4932 4932.5 4930.5
96200 4931 4938 4935.5 4933.5
96300 4937 4938 4938.5 4936.5
96400 4931 4938 4935.5 4933.5
96500 4933 4939 4937.0 4935.0
96600 4933 4939 4937.0 4935.0
96700 4932 4938 4936.0 4934.0
96800 4931 4938 4935.5 4933.5
96900 4937 4938 4938.5 4936.5
97000 4932 4938 4936.0 4934.0
97100 4932 4938 4936.0 4934.0
97200 4932 4937 4935.5 4933.5
97300 4933 4938 4936.5 4934.5
97400 4932 4938 4936.0 4934.0
97500 4932 4939 4936.5 4934.5
97600 4932 4938 4936.0 4934.0
97700 4932 4938 4936.0 4934.0
97800 4932 4939 4936.5 4934.5
97900 4932 4938 4936.0 4934.0
98000 4932 4938 4936.0 4934.0
98100 4933 4938 4936.5 4934.5
98200 4932 4938 4936.0 4934.0
98300 4932 4938 4936.0 4934.0
98400 4933 4939 4937.0 4935.0
98500 4932 4934 4934.0 4932.0
98600 4933 4939 4937.0 4935.0
98700 4932 4938 4936.0 4934.0
98800 4935 4939 4938.0 4936.0
98900 4932 4938 4936.0 4934.0
99000 4931 4938 4935.5 4933.5
99100 4932 4938 4936.0 4934.0
99200 4931 4938 4935.5 4933.5
99300 4932 4937 4935.5 4933.5
99400 4937 4939 4939.0 4937.0
99500 4932 4938 4936.0 4934.0
99600 4933 4939 4937.0 4935.0
99700 4932 4938 4936.0 4934.0
99800 4933 4938 4936.5 4934.5
99900 4932 4938 4936.0 4934.0
100000 4934 4938 4937.0 4935.0
100100 4931 4932 4932.5 4930.5
100200 4931 4938 4935.5 4933.5
100300 4931 4938 4935.5 4933.5
100400 4932 4938 4936.0 4934.0
100500 4931 4937 4935.0 4933.0
100600 4936 4937 4937.5 4935.5
100700 4931 4938 4935.5 4933.5
100800 4931 4933 4933.0 4931.0
100900 4930 4935 4933.5 4931.5
101000 4931 4937 4935.0 4933.0
101100 4936 4938 4938.0 4936.0
101200 4930 4937 4934.5 4932.5
101300 4930 4937 4934.5 4932.5
101400 4930 4937 4934.5 4932.5
101500 4931 4937 4935.0 4933.0
101600 4931 4936 4934.5 4932.5
101700 4931 4932 4932.5 4930.5
101800 4932 4937 4935.5 4933.5
101900 4932 4938 4936.0 4934.0
102000 4932 4938 4936.0 4934.0
102100 4932 4936 4935.0 4933.0
102200 4932 4938 4936.0 4934.0
102300 4934 4940 4938.0 4936.0
102400 4933 4939 4937.0 4935.0
102500 4933 4939 4937.0 4935.0
102600 4933 4939 4937.0 4935.0
102700 4933 4939 4937.0 4935.0
102800 4933 4936 4935.5 4933.5
102900 4934 4938 4937.0 4935.0
103000 4936 4940 4939.0 4937.0
103100 4933 4940 4937.5 4935.5
103200 4932 4939 4936.5 4934.5
103300 4932 4938 4936.0 4934.0
103400 4932 4938 4936.0 4934.0
103500 4931 4938 4935.5 4933.5
103600 4931 4936 4934.5 4932.5
103700 4931 4936 4934.5 4932.5
103800 4931 4937 4935.0 4933.0
103900 4932 4938 4936.0 4934.0
104000 4931 4938 4935.5 4933.5
104100 4931 4937 4935.0 4933.0
104200 4930 4937 4934.5 4932.5
104300 4930 4937 4934.5 4932.5
104400 4929 4934 4932.5 4930.5
104500 4930 4931 4931.5 4929.5
104600 4929 4936 4933.5 4931.5
104700 4929 4936 4933.5 4931.5
104800 4929 4935 4933.0 4931.0
104900 4929 4935 4933.0 4931.0
105000 4928 4935 4932.5 4930.5
105100 4928 4935 4932.5 4930.5
105200 4928 4935 4932.5 4930.5
105300 4929 4935 4933.0 4931.0
105400 4932 4935 4934.5 4932.5
105500 4929 4931 4931.0 4929.0
105600 4929 4936 4933.5 4931.5
105700 4928 4933 4931.5 4929.5
105800 4928 4935 4932.5 4930.5
105900 4928 4935 4932.5 4930.5
106000 4933 4935 4935.0 4933.0
106100 4929 4933 4932.0 4930.0
106200 4929 4936 4933.5 4931.5
106300 4928 4929 4929.5 4927.5
106400 4929 4935 4933.0 4931.0
106500 4929 4935 4933.0 4931.0
106600 4928 4933 4931.5 4929.5
106700 4928 4935 4932.5 4930.5
106800 4929 4935 4933.0 4931.0
106900 4930 4936 4934.0 4932.0
107000 4930 4936 4934.0 4932.0
107100 4930 4935 4933.5 4931.5
107200 4930 4936 4934.0 4932.0
107300 4933 4935 4935.0 4933.0
107400 4928 4935 4932.5 4930.5
107500 4928 4935 4932.5 4930.5
107600 4928 4933 4931.5 4929.5
107700 4928 4935 4932.5 4930.5
107800 4928 4935 4932.5 4930.5
107900 4928 4935 4932.5 4930.5
108000 4929 4935 4933.0 4931.0
108100 4928 4935 4932.5 4930.5
108200 4928 4935 4932.5 4930.5
108300 4929 4935 4933.0 4931.0
108400 4929 4935 4933.0 4931.0
108500 4928 4935 4932.5 4930.5
108600 4928 4929 4929.5 4927.5
108700 4929 4935 4933.0 4931.0
108800 4934 4935 4935.5 4933.5
108900 4928 4933 4931.5 4929.5
109000 4929 4935 4933.0 4931.0
109100 4929 4934 4932.5 4930.5
109200 4933 4936 4935.5 4933.5
109300 4930 4935 4933.5 4931.5
109400 4930 4932 4932.0 4930.0
109500 4934 4936 4936.0 4934.0
109600 4930 4936 4934.0 4932.0
109700 4929 4936 4933.5 4931.5
109800 4929 4935 4933.0 4931.0
109900 4928 4935 4932.5 4930.5
110000 4928 4935 4932.5 4930.5
110100 4934 4935 4935.5 4933.5
110200 4928 4929 4929.5 4927.5
110300 4929 4934 4932.5 4930.5
110400 4929 4936 4933.5 4931.5
110500 4929 4936 4933.5 4931.5
110600 4929 4935 4933.0 4931.0
110700 4928 4935 4932.5 4930.5
110800 4932 4935 4934.5 4932.5
110900 4928 4933 4931.5 4929.5
111000 4929 4936 4933.5 4931.5
111100 4928 4930 4930.0 4928.0
111200 4933 4934 4934.5 4932.5
111300 4928 4929 4929.5 4927.5
111400 4928 4935 4932.5 4930.5
111500 4928 4935 4932.5 4930.5
111600 4928 4933 4931.5 4929.5
111700 4928 4935 4932.5 4930.5
111800 4930 4936 4934.0 4932.0
111900 4930 4936 4934.0 4932.0
112000 4930 4936 4934.0 4932.0
112100 4929 4936 4933.5 4931.5
112200 4929 4936 4933.5 4931.5
112300 4929 4936 4933.5 4931.5
112400 4929 4935 4933.0 4931.0
112500 4929 4930 4930.5 4928.5
112600 4928 4935 4932.5 4930.5
112700 4928 4931 4930.5 4928.5
112800 4928 4933 4931.5 4929.5
112900 4928 4934 4932.0 4930.0
113000 4928 4935 4932.5 4930.5
113100 4928 4933 4931.5 4929.5
113200 4928 4935 4932.5 4930.5
113300 4928 4933 4931.5 4929.5
113400 4928 4935 4932.5 4930.5
113500 4934 4935 4935.5 4933.5
113600 4928 4933 4931.5 4929.5
113700 4928 4933 4931.5 4929.5
113800 4928 4935 4932.5 4930.5
113900 4927 4932 4930.5 4928.5
114000 4927 4933 4931.0 4929.0
114100 4932 4934 4934.0 4932.0
114200 4928 4934 4932.0 4930.0
114300 4932 4934 4934.0 4932.0
114400 4927 4933 4931.0 4929.0
114500 4926 4927 4927.5 4925.5
114600 4926 4932 4930.0 4928.0
114700 4930 4933 4932.5 4930.5
114800 4926 4933 4930.5 4928.5
114900 4926 4930 4929.0 4927.0
115000 4929 4930 4930.5 4928.5
115100 4925 4931 4929.0 4927.0
115200 4926 4932 4930.0 4928.0
115300 4926 4932 4930.0 4928.0
115400 4926 4931 4929.5 4927.5
115500 4925 4931 4929.0 4927.0
115600 4924 4931 4928.5 4926.5
115700 4926 4931 4929.5 4927.5
115800 4924 4931 4928.5 4926.5
115900 4927 4931 4930.0 4928.0
116000 4925 4929 4928.0 4926.0
116100 4927 4931 4930.0 4928.0
116200 4925 4931 4929.0 4927.0
116300 4924 4929 4927.5 4925.5
116400 4925 4929 4928.0 4926.0
116500 4930 4931 4931.5 4929.5
116600 4925 4932 4929.5 4927.5
116700 4926 4932 4930.0 4928.0
116800 4926 4927 4927.5 4925.5
116900 4926 4933 4930.5 4928.5
117000 4926 4932 4930.0 4928.0
117100 4925 4926 4926.5 4924.5
117200 4926 4932 4930.0 4928.0
117300 4931 4932 4932.5 4930.5
117400 4926 4932 4930.0 4928.0
117500 4926 4930 4929.0 4927.0
117600 4926 4932 4930.0 4928.0
117700 4925 4931 4929.0 4927.0
117800 4925 4930 4928.5 4926.5
117900 4925 4932 4929.5 4927.5
118000 4930 4931 4931.5 4929.5
118100 4926 4932 4930.0 4928.0
118200 4925 4929 4928.0 4926.0
118300 4925 4930 4928.5 4926.5
118400 4925 4931 4929.0 4927.0
118500 4926 4931 4929.5 4927.5
118600 4924 4925 4925.5 4923.5
118700 4925 4931 4929.0 4927.0
118800 4925 4932 4929.5 4927.5
118900 4926 4932 4930.0 4928.0
119000 4926 4932 4930.0 4928.0
119100 4926 4933 4930.5 4928.5
119200 4926 4933 4930.5 4928.5
119300 4925 4932 4929.5 4927.5
119400 4925 4932 4929.5 4927.5
119500 4925 4932 4929.5 4927.5
119600 4925 4932 4929.5 4927.5
119700 4926 4932 4930.0 4928.0
119800 4925 4926 4926.5 4924.5
119900 4926 4930 4929.0 4927.0
120000 4925 4931 4929.0 4927.0
120100 4925 4931 4929.0 4927.0
120200 4925 4932 4929.5 4927.5
120300 4925 4930 4928.5 4926.5
120400 4926 4932 4930.0 4928.0
120500 4925 4932 4929.5 4927.5
120600 4926 4932 4930.0 4928.0
120700 4926 4932 4930.0 4928.0
120800 4926 4932 4930.0 4928.0
120900 4926 4930 4929.0 4927.0
121000 4925 4932 4929.5 4927.5
121100 4925 4932 4929.5 4927.5
121200 4925 4932 4929.5 4927.5
121300 4925 4926 4926.5 4924.5
121400 4926 4933 4930.5 4928.5
121500 4926 4933 4930.5 4928.5
121600 4929 4931 4931.0 4929.0
121700 4931 4932 4932.5 4930.5
121800 4926 4931 4929.5 4927.5
121900 4926 4933 4930.5 4928.5
122000 4927 4931 4930.0 4928.0
122100 4928 4934 4932.0 4930.0
122200 4927 4930 4929.5 4927.5
122300 4927 4934 4931.5 4929.5
122400 4928 4935 4932.5 4930.5
122500 4932 4934 4934.0 4932.0
122600 4934 4936 4936.0 4934.0
122700 4929 4936 4933.5 4931.5
122800 4929 4930 4930.5 4928.5
122900 4930 4935 4933.5 4931.5
123000 4930 4937 4934.5 4932.5
123100 4930 4937 4934.5 4932.5
123200 4930 4937 4934.5 4932.5
123300 4930 4937 4934.5 4932.5
123400 4930 4936 4934.0 4932.0
123500 4930 4936 4934.0 4932.0
123600 4929 4936 4933.5 4931.5
123700 4929 4935 4933.0 4931.0
123800 4929 4936 4933.5 4931.5
123900 4934 4936 4936.0 4934.0
124000 4929 4936 4933.5 4931.5
124100 4928 4935 4932.5 4930.5
124200 4928 4934 4932.0 4930.0
124300 4933 4935 4935.0 4933.0
124400 4928 4935 4932.5 4930.5
124500 4928 4934 4932.0 4930.0
124600 4927 4934 4931.5 4929.5
124700 4928 4934 4932.0 4930.0
124800 4927 4934 4931.5 4929.5
124900 4928 4934 4932.0 4930.0
125000 4928 4935 4932.5 4930.5
125100 4933 4935 4935.0 4933.0
125200 4933 4934 4934.5 4932.5
125300 4929 4935 4933.0 4931.0
125400 4929 4935 4933.0 4931.0
125500 4928 4935 4932.5 4930.5
125600 4933 4935 4935.0 4933.0
125700 4929 4935 4933.0 4931.0
125800 4929 4933 4932.0 4930.0
125900 4933 4935 4935.0 4933.0
126000 4928 4934 4932.0 4930.0
126100 4928 4934 4932.0 4930.0
126200 4929 4934 4932.5 4930.5
126300 4928 4934 4932.0 4930.0
126400 4928 4935 4932.5 4930.5
126500 4929 4935 4933.0 4931.0
126600 4929 4935 4933.0 4931.0
126700 4929 4935 4933.0 4931.0
126800 4932 4935 4934.5 4932.5
126900 4929 4934 4932.5 4930.5
127000 4931 4936 4934.5 4932.5
127100 4930 4934 4933.0 4931.0
127200 4931 4937 4935.0 4933.0
127300 4930 4937 4934.5 4932.5
127400 4931 4937 4935.0 4933.0
127500 4930 4935 4933.5 4931.5
127600 4935 4937 4937.0 4935.0
127700 4931 4937 4935.0 4933.0
127800 4930 4935 4933.5 4931.5
127900 4930 4937 4934.5 4932.5
128000 4929 4930 4930.5 4928.5
128100 4930 4936 4934.0 4932.0
128200 4930 4936 4934.0 4932.0
128300 4932 4936 4935.0 4933.0
128400 4929 4936 4933.5 4931.5
128500 4930 4936 4934.0 4932.0
128600 4930 4936 4934.0 4932.0
128700 4930 4937 4934.5 4932.5
128800 4931 4937 4935.0 4933.0
128900 4931 4938 4935.5 4933.5
129000 4931 4938 4935.5 4933.5
129100 4931 4938 4935.5 4933.5
129200 4932 4936 4935.0 4933.0
129300 4932 4938 4936.0 4934.0
129400 4932 4939 4936.5 4934.5
129500 4932 4939 4936.5 4934.5
129600 4932 4938 4936.0 4934.0
129700 4932 4938 4936.0 4934.0
129800 4934 4938 4937.0 4935.0
129900 4932 4938 4936.0 4934.0
130000 4932 4938 4936.0 4934.0
130100 4932 4937 4935.5 4933.5
130200 4932 4939 4936.5 4934.5
130300 4931 4938 4935.5 4933.5
130400 4931 4938 4935.5 4933.5
130500 4932 4937 4935.5 4933.5
130600 4931 4938 4935.5 4933.5
130700 4931 4938 4935.5 4933.5
130800 4932 4938 4936.0 4934.0
130900 4931 4938 4935.5 4933.5
131000 4934 4938 4937.0 4935.0
131100 4936 4937 4937.5 4935.5
131200 4930 4937 4934.5 4932.5
131300 4933 4937 4936.0 4934.0
131400 4930 4937 4934.5 4932.5
131500 4930 4937 4934.5 4932.5
131600 4931 4937 4935.0 4933.0
131700 4930 4932 4932.0 4930.0
131800 4931 4932 4932.5 4930.5
131900 4931 4937 4935.0 4933.0
132000 4931 4937 4935.0 4933.0
132100 4934 4937 4936.5 4934.5
132200 4931 4938 4935.5 4933.5
132300 4931 4938 4935.5 4933.5
132400 4931 4938 4935.5 4933.5
132500 4936 4938 4938.0 4936.0
132600 4931 4937 4935.0 4933.0
132700 4931 4937 4935.0 4933.0
132800 4930 4937 4934.5 4932.5
132900 4935 4937 4937.0 4935.0
133000 4931 4937 4935.0 4933.0
133100 4930 4936 4934.0 4932.0
133200 4935 4936 4936.5 4934.5
133300 4935 4937 4937.0 4935.0
133400 4930 4936 4934.0 4932.0
133500 4930 4936 4934.0 4932.0
133600 4929 4930 4930.5 4928.5
133700 4929 4935 4933.0 4931.0
133800 4929 4936 4933.5 4931.5
133900 4929 4936 4933.5 4931.5
134000 4930 4936 4934.0 4932.0
134100 4929 4936 4933.5 4931.5
134200 4931 4937 4935.0 4933.0
134300 4930 4935 4933.5 4931.5
134400 4930 4937 4934.5 4932.5
134500 4930 4935 4933.5 4931.5
134600 4930 4937 4934.5 4932.5
134700 4931 4937 4935.0 4933.0
134800 4931 4932 4932.5 4930.5
134900 4931 4935 4934.0 4932.0
135000 4931 4938 4935.5 4933.5
135100 4931 4938 4935.5 4933.5
135200 4935 4936 4936.5 4934.5
135300 4931 4937 4935.0 4933.0
135400 4931 4935 4934.0 4932.0
135500 4931 4937 4935.0 4933.0
135600 4930 4937 4934.5 4932.5
135700 4934 4936 4936.0 4934.0
135800 4930 4931 4931.5 4929.5
135900 4929 4936 4933.5 4931.5
136000 4929 4933 4932.0 4930.0
136100 4928 4929 4929.5 4927.5
136200 4933 4936 4935.5 4933.5
136300 4929 4936 4933.5 4931.5
136400 4934 4935 4935.5 4933.5
136500 4928 4931 4930.5 4928.5
136600 4928 4935 4932.5 4930.5
136700 4928 4934 4932.0 4930.0
136800 4927 4934 4931.5 4929.5
136900 4929 4935 4933.0 4931.0
137000 4928 4934 4932.0 4930.0
137100 4927 4928 4928.5 4926.5
137200 4927 4934 4931.5 4929.5
137300 4928 4935 4932.5 4930.5
137400 4928 4935 4932.5 4930.5
137500 4928 4935 4932.5 4930.5
137600 4928 4932 4931.0 4929.0
137700 4927 4934 4931.5 4929.5
137800 4928 4934 4932.0 4930.0
137900 4927 4934 4931.5 4929.5
138000 4927 4934 4931.5 4929.5
138100 4928 4929 4929.5 4927.5
138200 4933 4935 4935.0 4933.0
138300 4928 4935 4932.5 4930.5
138400 4929 4935 4933.0 4931.0
138500 4933 4935 4935.0 4933.0
138600 4933 4935 4935.0 4933.0
138700 4928 4933 4931.5 4929.5
138800 4928 4935 4932.5 4930.5
138900 4928 4934 4932.0 4930.0
139000 4928 4935 4932.5 4930.5
139100 4928 4935 4932.5 4930.5
139200 4928 4935 4932.5 4930.5
139300 4933 4935 4935.0 4933.0
139400 4928 4933 4931.5 4929.5
139500 4928 4934 4932.0 4930.0
139600 4928 4935 4932.5 4930.5
139700 4928 4934 4932.0 4930.0
139800 4927 4930 4929.5 4927.5
139900 4927 4933 4931.0 4929.0
140000 4931 4934 4933.5 4931.5
140100 4928 4934 4932.0 4930.0
140200 4928 4934 4932.0 4930.0
140300 4929 4935 4933.0 4931.0
140400 4929 4935 4933.0 4931.0
140500 4929 4935 4933.0 4931.0
140600 4929 4935 4933.0 4931.0
140700 4929 4936 4933.5 4931.5
140800 4928 4933 4931.5 4929.5
140900 4928 4935 4932.5 4930.5
141000 4928 4934 4932.0 4930.0
141100 4927 4934 4931.5 4929.5
141200 4928 4935 4932.5 4930.5
141300 4928 4933 4931.5 4929.5
141400 4928 4935 4932.5 4930.5
141500 4928 4935 4932.5 4930.5
141600 4928 4933 4931.5 4929.5
141700 4928 4935 4932.5 4930.5
141800 4928 4935 4932.5 4930.5
141900 4929 4934 4932.5 4930.5
142000 4928 4935 4932.5 4930.5
142100 4929 4935 4933.0 4931.0
142200 4929 4936 4933.5 4931.5
142300 4929 4936 4933.5 4931.5
142400 4929 4936 4933.5 4931.5
142500 4928 4935 4932.5 4930.5
142600 4934 4935 4935.5 4933.5
142700 4933 4935 4935.0 4933.0
142800 4930 4935 4933.5 4931.5
142900 4929 4936 4933.5 4931.5
143000 4929 4935 4933.0 4931.0
143100 4930 4936 4934.0 4932.0
143200 4930 4936 4934.0 4932.0
143300 4930 4936 4934.0 4932.0
143400 4932 4936 4935.0 4933.0
143500 4931 4937 4935.0 4933.0
143600 4930 4936 4934.0 4932.0
143700 4930 4936 4934.0 4932.0
143800 4930 4936 4934.0 4932.0
143900 4930 4937 4934.5 4932.5
144000 4930 4935 4933.5 4931.5
144100 4935 4937 4937.0 4935.0
144200 4931 4937 4935.0 4933.0
144300 4930 4935 4933.5 4931.5
144400 4931 4937 4935.0 4933.0
144500 4931 4938 4935.5 4933.5
144600 4932 4938 4936.0 4934.0
144700 4932 4938 4936.0 4934.0
144800 4931 4938 4935.5 4933.5
144900 4932 4938 4936.0 4934.0
145000 4932 4938 4936.0 4934.0
145100 4933 4939 4937.0 4935.0
145200 4931 4932 4932.5 4930.5
145300 4936 4938 4938.0 4936.0
